Id,SalePrice
1563,113478.41818478158
1564,142701.97264022648
1565,161325.00969708804
1566,202809.5445164495
1567,88425.88294513576
1568,198192.91111562814
1569,137823.8558321869
1570,126576.2735910353
1571,131723.38647726033
1572,121405.01758191214
1573,259375.73840420463
1574,145609.91863050975
1575,205936.64337313836
1576,218821.39631213187
1577,200686.91202898294
1578,115965.10733113746
1579,146241.23760766897
1580,187109.3852487989
1581,150606.44235250764
1582,121014.51990483864
1583,300964.0292352238
1584,248424.62758246323
1585,140863.31492892717
1586,92119.73168997226
1587,121403.94958211112
1588,147411.3409527727
1589,112999.54909310974
1590,128168.53276046169
1591,117331.8972190901
1592,99528.90523952282
1593,110388.95052013472
1594,161988.72733733783
1595,170663.00987547776
1596,195855.75016343992
1597,209788.25292391318
1598,183396.18813393495
1599,131229.77065156508
1600,167943.55282195666
1601,79567.739112674
1602,89338.83465541777
1603,101819.72211444103
1604,262799.179879973
1605,233782.2949904436
1606,167304.3999445657
1607,228667.99311707137
1608,204258.336809856
1609,193811.7166064402
1610,171263.38122751177
1611,160249.32337753306
1612,192482.40803885367
1613,199591.885215537
1614,128100.77460444425
1615,86271.29620920344
1616,86584.17121490212
1617,89590.89925963241
1618,116806.83254810398
1619,128047.479981376
1620,266451.87305983575
1621,116957.2255407307
1622,142166.1659610574
1623,230329.04131085108
1624,192111.64493860753
1625,114962.46081892445
1626,162986.70982421387
1627,173783.42318530055
1628,251602.93417759356
1629,171571.96116144478
1630,352393.0599301003
1631,208507.19599024337
1632,293338.2677197558
1633,172233.77150849553
1634,176545.03127459882
1635,181554.0085648316
1636,173701.13694154215
1637,184917.85391745725
1638,198520.6058973098
1639,188415.83496042548
1640,251293.09443074046
1641,187258.7301872187
1642,225907.0282042268
1643,197462.32455216235
1644,219593.8411461092
1645,177724.31528687457
1646,161713.48173556916
1647,158482.5922288948
1648,134479.4767836193
1649,144266.66608079174
1650,118709.95921087173
1651,119824.5943615856
1652,97934.10377531554
1653,103124.18580293217
1654,152740.73589240081
1655,131044.55096248254
1656,146752.7508241844
1657,152225.8267766839
1658,146046.2732808033
1659,128738.76911309635
1660,147190.45623929694
1661,468174.8153177033
1662,349713.53683311935
1663,345926.844797114
1664,437822.86405882484
1665,309960.7495857395
1666,296952.2559140237
1667,360854.54772141227
1668,311278.3856778077
1669,251273.9485480913
1670,330783.5316299837
1671,309618.33778085106
1672,470732.1458213926
1673,286711.8765109245
1674,240053.399559317
1675,204487.61756613955
1676,195498.6832805457
1677,199362.8339421093
1678,419497.6389573621
1679,383226.85575448885
1680,319600.17429350794
1681,223670.8555009875
1682,307047.6025271928
1683,182752.5443560667
1684,171004.28083861736
1685,175479.3559564932
1686,165023.5428644547
1687,171492.6992605259
1688,183294.70609814097
1689,179702.05460350652
1690,177138.34539167795
1691,175386.20851832285
1692,214334.814106468
1693,171220.16414994118
1694,177086.26305645306
1695,177881.29081298568
1696,274236.4536933468
1697,176540.22948965576
1698,339510.1960487871
1699,311103.0672024913
1700,243338.8322716634
1701,273500.6862170439
1702,282137.4667937912
1703,291846.11645821977
1704,273475.37469717686
1705,206039.6212692512
1706,374432.3709811932
1707,228945.48483954777
1708,250693.1991487093
1709,242896.25071101732
1710,218808.04556886645
1711,230610.43635091407
1712,294162.90700400644
1713,262350.5553711299
1714,207818.30585733487
1715,203631.82084464628
1716,182274.43390115417
1717,150728.95172622785
1718,158108.4740741322
1719,214270.99771546043
1720,221026.36367044455
1721,151864.42982738782
1722,151864.42982738782
1723,175169.9145758873
1724,228740.59371086553
1725,232098.87265111832
1726,203699.839064364
1727,177586.3855858851
1728,179973.34133679638
1729,175400.4446989389
1730,166590.8128442876
1731,128461.72388596355
1732,106236.28917922499
1733,119726.37664099978
1734,130472.19569151646
1735,125986.27363427433
1736,124342.38391490364
1737,261159.1395195877
1738,194212.67343591125
1739,331548.9942958925
1740,344105.09901652526
1741,194667.06839146613
1742,171059.41689940036
1743,178789.3298701374
1744,204118.63156425403
1745,222202.473229281
1746,201597.2829694268
1747,199779.30228271708
1748,225724.89021992404
1749,159816.43399680502
1750,145030.9445474379
1751,230610.42974195443
1752,113965.08833250457
1753,165296.23537263373
1754,188553.91990700827
1755,164897.79917500948
1756,122126.87469754904
1757,103656.77668848835
1758,143905.84202987666
1759,164786.54804750948
1760,155361.57414609953
1761,147932.41713158807
1762,161276.2661296014
1763,145209.2155403815
1764,122627.11115887221
1765,159187.4483351045
1766,163364.88543749775
1767,184348.1685053862
1768,135782.8883845174
1769,144583.42018350298
1770,116801.66556064131
1771,140668.72222706844
1772,144869.0371923136
1773,137833.41981491883
1774,157452.16814385072
1775,127865.83495675023
1776,141999.02552281195
1777,100905.18506460125
1778,98832.57731869884
1779,126966.40022833679
1780,176717.96369914385
1781,135464.16787945054
1782,110981.44348503884
1783,138999.1693990546
1784,63538.4585869054
1785,103842.94153083925
1786,130125.31307914454
1787,137042.7504102062
1788,75992.11883955513
1789,95313.76664721778
1790,66582.75764996286
1791,205692.7560010278
1792,155806.6788830336
1793,137569.0737893398
1794,124459.6417031283
1795,144716.71592751233
1796,125272.7023440462
1797,116017.70834507489
1798,131990.47162017215
1799,94899.54191640693
1800,140369.61000651657
1801,131691.69139756096
1802,117089.46237527822
1803,163785.1084360298
1804,136395.10248570272
1805,133307.3936458383
1806,130731.42438249146
1807,131501.84115428783
1808,119363.34401469094
1809,135679.6751376353
1810,144291.46998485836
1811,140681.6072330806
1812,128890.19831726255
1813,118397.00689117548
1814,98206.55670046694
1815,79344.13803294323
1816,96538.19368821182
1817,129273.30161532311
1818,132968.04175568683
1819,115083.24967309136
1820,73719.08857656503
1821,93861.58834478588
1822,134958.7258120071
1823,87643.00359687749
1824,130553.40899042953
1825,143795.77705332226
1826,112093.3907039142
1827,103033.87433687979
1828,134945.7616854822
1829,101561.3984672086
1830,139767.68511513682
1831,134117.20345404293
1832,155148.05987134922
1833,154066.05812283207
1834,120099.90106824771
1835,124081.65164035693
1836,118556.372123699
1837,83996.93810505881
1838,133058.94804945367
1839,73217.20621025533
1840,178339.1050105441
1841,157626.48289530328
1842,104458.70764501215
1843,142707.83547079517
1844,136859.22070057012
1845,151538.15088182304
1846,158711.48754283527
1847,246804.44573431107
1848,100476.69556715491
1849,167411.81024579928
1850,129280.5173871011
1851,156723.216338388
1852,123398.33712589763
1853,143653.3940654529
1854,130008.81142439373
1855,181873.69343869571
1856,196627.0697590051
1857,183129.82572961814
1858,159425.03022993603
1859,121582.28085776503
1860,143998.9699059215
1861,122493.80799146158
1862,305102.99800982885
1863,294477.7967808986
1864,294477.7967808986
1865,315734.96059732273
1866,306543.2602594215
1867,236851.51758787854
1868,293551.2336094444
1869,198284.45384732206
1870,191027.80829029361
1871,227283.6874211808
1872,173789.6732202387
1873,202174.62607604504
1874,138994.46869321325
1875,214067.27196701264
1876,206734.80618296994
1877,190236.80629444495
1878,222314.7068819727
1879,135904.8416526592
1880,133576.89525111503
1881,252373.94136347793
1882,268031.14665060764
1883,208405.5053867621
1884,223292.6061921054
1885,231869.59552198416
1886,293422.1781696049
1887,216780.63176599247
1888,248106.6878682497
1889,168833.77818551933
1890,143690.01631799957
1891,146929.30671121777
1892,113105.41972077527
1893,145294.68749812382
1894,126981.93174947909
1895,153675.82740182584
1896,118721.61753928421
1897,118036.22231043286
1898,80244.30159743511
1899,133889.22620913587
1900,92591.25300236019
1901,161384.58821393386
1902,161696.85732826625
1903,207344.33965604086
1904,129293.17906961896
1905,170853.63026416433
1906,131111.9473945063
1907,257725.3243514552
1908,97640.74762925855
1909,109368.40845613672
1910,109112.3546040652
1911,202868.97277379647
1912,220649.6816219706
1913,129378.91019334295
1914,91828.35336974473
1915,292965.7556211232
1916,96118.21013840333
1917,262016.1850223531
1918,133918.3257239943
1919,160296.5208448021
1920,219638.2192361684
1921,362606.72064534214
1922,282375.8938213352
1923,195268.21649065564
1924,202281.45730790973
1925,247936.78880630646
1926,359937.7960793562
1927,147310.20038463842
1928,136836.95936983547
1929,122243.9793584391
1930,145477.27728279572
1931,125541.81355370705
1932,125792.08073772438
1933,158407.08110262203
1934,174375.10183145778
1935,178211.75185219455
1936,177536.12344051417
1937,181114.16145474822
1938,199376.1902939975
1939,248479.93008315374
1940,187702.77398332395
1941,183039.94757179948
1942,206787.55948739324
1943,186218.92548086902
1944,323267.985788049
1945,337319.17319972237
1946,168153.19011699775
1947,314265.37983628997
1948,197618.5227929038
1949,259010.5624256455
1950,166442.5203538132
1951,227918.76565574793
1952,199302.19950651375
1953,157235.3880511776
1954,181675.4185171434
1955,126595.7088135303
1956,247276.49977408894
1957,192454.45886634028
1958,277918.2053692382
1959,147071.38355521442
1960,126503.65798410669
1961,116734.67141814402
1962,97934.10377531554
1963,99531.5927293967
1964,114187.61513565961
1965,144207.12703424267
1966,131920.1937990153
1967,241617.3070687833
1968,427624.53523564537
1969,377447.98603060853
1970,396342.17230765405
1971,368533.0494184841
1972,275798.35044509394
1973,248129.46976640486
1974,307360.08643825026
1975,397040.3519011016
1976,249425.39741074762
1977,359763.04566759965
1978,390593.6118357276
1979,295342.27104539436
1980,198685.0111301735
1981,274445.07396274357
1982,224234.56608931866
1983,224234.56608931866
1984,160470.95081863937
1985,208411.77099166915
1986,244316.1040453289
1987,171201.553230393
1988,180570.11699058558
1989,201492.78794907793
1990,219847.82209868045
1991,212559.77588686039
1992,223372.8212973673
1993,180210.79962338117
1994,258868.40445919483
1995,181570.38916868117
1996,277129.84196607507
1997,280781.4514374702
1998,338920.1033544764
1999,250028.95697353446
2000,287466.7430838478
2001,250678.67114969483
2002,240777.68501544578
2003,217176.0646205621
2004,233845.75663562267
2005,217849.4811947691
2006,230245.74967703954
2007,271690.0015482609
2008,193854.46226759927
2009,201476.8191892371
2010,189664.91021888712
2011,152056.25545405425
2012,185378.92186048
2013,184461.89961723288
2014,186574.45451583265
2015,193447.75729678044
2016,209347.85854525538
2017,201879.4947545892
2018,123187.21179938813
2019,101927.05086242252
2020,115593.96799672813
2021,98855.75612196513
2022,175434.14728234644
2023,151980.61064160304
2024,299585.7081893996
2025,323649.31465693406
2026,168684.4797284532
2027,150824.3382315309
2028,152903.8082422113
2029,174622.51436003126
2030,261432.39955609583
2031,196321.75651963046
2032,218525.28950239415
2033,222344.79236616875
2034,163616.61208633523
2035,211178.08191405438
2036,151257.84036698387
2037,151774.71742214332
2038,267961.8262137991
2039,201628.5257741752
2040,275344.1353093231
2041,193909.65801135698
2042,215010.74479874966
2043,149762.01586871958
2044,142758.09668757295
2045,164328.30074700247
2046,119589.9305318057
2047,151610.69804620533
2048,120673.9517605793
2049,126406.51478211307
2050,171275.59599604318
2051,126866.82722252306
2052,144382.84061745286
2053,142455.3975572024
2054,61284.56336653267
2055,156211.3020200192
2056,138455.96882991842
2057,116476.4587289071
2058,201594.7462764044
2059,142873.2323235797
2060,138434.4065868354
2061,161281.30859555939
2062,141940.1015555925
2063,93117.97616784183
2064,130865.92486218232
2065,118968.31440413666
2066,185984.8060465392
2067,136213.30357850928
2068,181141.2639460185
2069,92226.80908924936
2070,102449.47480329181
2071,83002.1088262123
2072,134785.34021951372
2073,140162.76028894098
2074,142058.05211719757
2075,145398.71224269774
2076,116790.95642943803
2077,151135.35793627865
2078,131679.5430404021
2079,127079.34060600153
2080,115320.5042513377
2081,110014.50257335238
2082,136841.54151895968
2083,130197.95245169199
2084,112196.57501533507
2085,132927.87978385735
2086,151297.3112043682
2087,112960.5351647497
2088,110440.98989289299
2089,80427.49562813893
2090,123143.01445296226
2091,138274.48723325334
2092,130833.18703271214
2093,149871.18444804108
2094,102979.88182513662
2095,131361.31835199587
2096,85980.22587911374
2097,81572.39503042518
2098,151732.85299405805
2099,51857.431664093034
2100,143625.93203599378
2101,136366.86424248017
2102,139079.20717966298
2103,80414.05323772742
2104,176328.10176884366
2105,127164.81152766733
2106,80019.77891403066
2107,199218.86986468104
2108,122289.71564213911
2109,127243.42256669214
2110,121298.71657738397
2111,143195.62486808968
2112,146505.46835083113
2113,110182.62247419397
2114,99856.367553039
2115,137872.34928212926
2116,107904.04090170974
2117,139605.2532481109
2118,124744.93918638749
2119,98115.03698569426
2120,82592.24215846814
2121,106241.37442410986
2122,94671.84245432957
2123,89294.45875638026
2124,150976.81021280712
2125,135957.7674709874
2126,132918.48684109483
2127,145938.05787697993
2128,120429.03658754464
2129,75522.79010326139
2130,151758.5582436237
2131,120479.5670188958
2132,105389.56960920733
2133,104763.76926592855
2134,112266.07547781777
2135,81562.85301415931
2136,119968.04715064628
2137,121767.44264885155
2138,146250.45426987432
2139,154954.75254188856
2140,134920.50235045163
2141,135939.847059196
2142,149933.62604580852
2143,149801.1389270369
2144,130532.29215916494
2145,120412.66904651569
2146,189532.40041116165
2147,153309.04138985445
2148,126577.52089220725
2149,126577.34649956413
2150,192979.64980969272
2151,91574.15136967467
2152,181016.0078659796
2153,147209.0632923623
2154,126548.85029573644
2155,99569.7036486294
2156,268226.19092439156
2157,212474.17820924637
2158,243636.28307700445
2159,205174.43236353568
2160,167579.1077872371
2161,261676.9770669599
2162,363427.990017914
2163,318682.23884766566
2164,209558.23330173403
2165,156742.5849505101
2166,138994.46869321325
2167,210131.52016553737
2168,211658.62556449923
2169,187761.62376640382
2170,223338.07409354934
2171,148521.54490278824
2172,142903.83018329024
2173,194811.43623985
2174,241545.6104129112
2175,210050.9215734253
2176,310666.1994720931
2177,276145.2635469134
2178,207225.2440950604
2179,144294.13997259698
2180,250147.51266481893
2181,190745.55656987565
2182,241093.0056030318
2183,194793.1746663682
2184,147178.92293839075
2185,160579.5019664419
2186,128701.36283715385
2187,161807.5248010792
2188,155213.12957727793
2189,247779.30919170412
2190,96204.162959284
2191,111571.4239349019
2192,115516.86156901832
2193,97082.94807525193
2194,113451.04565482966
2195,110792.62856373082
2196,134349.69650680845
2197,110466.59766108835
2198,129918.02786715022
2199,154172.85923347977
2200,116847.09551207288
2201,125833.65514729326
2202,155945.4504434162
2203,172131.46924825734
2204,157431.04652366662
2205,112266.44909145053
2206,122589.48106607268
2207,170328.27531331137
2208,201504.08466462875
2209,254965.0012156824
2210,95510.85225936519
2211,109500.33103567742
2212,113544.28402533825
2213,113587.60286493016
2214,132957.44882259233
2215,111315.59923773565
2216,166048.51875698354
2217,105540.30852322678
2218,101892.74811853988
2219,75841.30001312587
2220,69699.14254600537
2221,292965.7556211232
2222,262799.179879973
2223,337604.61696784454
2224,211893.5479192518
2225,168508.2898070596
2226,225441.91198001106
2227,202733.04145172046
2228,250549.79180241644
2229,222968.4567556393
2230,171008.95617936295
2231,197895.41468664713
2232,222946.11260537914
2233,189372.6671969947
2234,197112.5530797227
2235,219423.5191962188
2236,302155.387644004
2237,332032.99428057944
2238,198762.027492137
2239,150725.4590918327
2240,162490.75143686065
2241,168999.50641781325
2242,133929.05845486783
2243,128575.65404727154
2244,83709.49915995135
2245,86254.41442852156
2246,156888.32413021487
2247,87757.51050601169
2248,134176.4425180839
2249,127564.76206948674
2250,129350.25411511215
2251,182466.98437587987
2252,173808.78963304093
2253,171425.91587483764
2254,185447.81245256145
2255,183710.38317144456
2256,185347.8041759756
2257,232333.17393365857
2258,174471.83644436422
2259,185306.64892514964
2260,157088.3957007818
2261,176273.37127587467
2262,195318.1394779648
2263,333765.99095042876
2264,375721.45148815366
2265,198029.7046264153
2266,244546.7245311744
2267,412280.3372819714
2268,344088.28317746817
2269,170332.41875450674
2270,160060.33808472886
2271,178000.0814991398
2272,184046.22145172016
2273,160111.72720945714
2274,162367.3435130231
2275,143690.8546218831
2276,149892.4844566547
2277,168660.34496661738
2278,169982.6873665686
2279,124859.00968222634
2280,137148.2358993743
2281,184544.43757436087
2282,182259.0994141547
2283,87664.19506268928
2284,109869.74926917741
2285,132182.62385065053
2286,127519.43595695733
2287,317773.2323071886
2288,281780.275259947
2289,400639.5226372076
2290,369733.7550492792
2291,331071.0358540986
2292,394768.5681513778
2293,415369.82081311423
2294,396347.7790422786
2295,414606.045733369
2296,272654.6415664609
2297,255443.14555547724
2298,324596.34480840585
2299,434115.91944720445
2300,288638.8875760379
2301,225880.8266678481
2302,229546.65952830954
2303,254385.5848358374
2304,205183.74305737
2305,196365.4492764162
2306,196365.4492764162
2307,207135.73192782426
2308,219503.92460846645
2309,250205.8996893043
2310,231275.55644222186
2311,183292.88863217572
2312,182854.40219397156
2313,178472.33228184673
2314,184637.00351301068
2315,173001.89555087968
2316,210888.29432564735
2317,195587.73093211878
2318,183288.14774338264
2319,183446.90161963145
2320,186755.57795590654
2321,227187.73512613098
2322,172233.76642663244
2323,170272.88516865607
2324,170630.13704082335
2325,243499.26637700055
2326,172259.15782771405
2327,214283.44085577314
2328,218622.432142065
2329,182986.2411171492
2330,178110.7447923245
2331,321121.689155681
2332,322176.03060909006
2333,312032.0460064738
2334,266642.43653789285
2335,244457.81689501015
2336,291306.2584891383
2337,197928.47533349355
2338,234899.15594903356
2339,243996.35921335008
2340,367417.380595491
2341,237803.29422403846
2342,213678.44008366833
2343,211974.56304455735
2344,250633.62063495943
2345,206654.0370209772
2346,208536.8664761861
2347,186360.53845991805
2348,223326.94173226942
2349,184725.00912986166
2350,233208.04221248534
2351,263113.72327835235
2352,286134.5716641657
2353,311745.3885540549
2354,147637.4539543235
2355,153874.04109016075
2356,150811.00726928806
2357,224909.0808612958
2358,216097.35031977654
2359,104005.79265319434
2360,131513.75657167408
2361,135752.7523678668
2362,291058.6586400478
2363,136637.81571036548
2364,145643.04638520276
2365,196571.71337110037
2366,157839.75418559762
2367,221585.19702213144
2368,188256.6401344645
2369,222532.46946926817
2370,174672.58806782472
2371,173315.11667187267
2372,189094.79398416638
2373,255835.16030679978
2374,286594.9890521668
2375,237887.74095770318
2376,234342.09416608044
2377,248317.1498936416
2378,155459.05216979032
2379,178037.1998144558
2380,147996.7075457668
2381,147377.56417885382
2382,158093.88018598637
2383,209257.32592721545
2384,244671.43026322997
2385,149534.5068459483
2386,142100.86160797192
2387,140212.0165573973
2388,124347.2410627331
2389,128395.87955255319
2390,160232.19715478696
2391,122607.87763610297
2392,122118.30026367407
2393,152620.84395270757
2394,129911.36198415874
2395,161458.92761575585
2396,154041.9204145481
2397,181134.75759518382
2398,106037.8684877264
2399,80792.08737599496
2400,53773.33167917318
2401,117461.43481760277
2402,130301.5785430806
2403,136831.84004871032
2404,153176.91039648623
2405,151559.38631546896
2406,121792.72929960866
2407,115353.50796590076
2408,140238.3367968749
2409,137835.9488275655
2410,140746.57897248314
2411,118165.24063688988
2412,140207.54959106573
2413,132169.6399774035
2414,139865.93209274253
2415,136639.125504173
2416,95749.08836596689
2417,113827.2383491834
2418,116116.54478836039
2419,132741.60504884965
2420,117391.95691202919
2421,156499.5766955328
2422,104559.97543345262
2423,118365.41381293304
2424,141371.65303032397
2425,267127.91851600556
2426,93347.9834030929
2427,140603.69980683888
2428,141346.85686162725
2429,111837.15801191941
2430,122313.28796670065
2431,133158.69559236264
2432,130706.58351874087
2433,140197.8112467538
2434,147918.38634279542
2435,148527.167918479
2436,126708.49293846509
2437,112283.3669149864
2438,125283.25812137857
2439,108852.95716023516
2440,115505.04225396572
2441,100760.71254812903
2442,84799.38038842661
2443,115655.08354041638
2444,97996.21202126081
2445,103204.14597845527
2446,126978.03684809999
2447,139205.81740381417
2448,169510.6450146137
2449,84436.57207457126
2450,127070.45547634891
2451,119428.80927023325
2452,212857.28086563424
2453,125450.19188857332
2454,138157.7319821667
2455,88017.31576854656
2456,137139.09227103845
2457,115680.73767126877
2458,94190.77752889859
2459,110062.39958237577
2460,132653.81644551668
2461,117155.938014685
2462,110356.89143176124
2463,112714.10012347836
2464,196196.98152143607
2465,129279.29492398804
2466,111017.1095361113
2467,121709.5866907854
2468,104267.23204589853
2469,99589.70875606885
2470,200092.97958288869
2471,158265.53607596812
2472,154911.6830980517
2473,114894.25867410397
2474,125936.03431537065
2475,212775.9619181708
2476,110935.72262605187
2477,137306.766900647
2478,162048.185986833
2479,137598.23052340272
2480,141587.44247096803
2481,136148.26800032635
2482,116978.12737557104
2483,127030.59930029332
2484,127611.63551001334
2485,122775.19530566558
2486,158071.84674389003
2487,248084.1494414567
2488,118834.14724631145
2489,138061.51041179293
2490,155343.7157620947
2491,109102.02040868162
2492,190118.48379124337
2493,154475.0315921664
2494,184248.2058111707
2495,170989.46109767276
2496,208650.49766806213
2497,137189.57811264743
2498,112334.02119560639
2499,107385.42774273461
2500,143341.71389257186
2501,136480.25173455136
2502,124786.7684658333
2503,107689.12904231952
2504,188369.34897244367
2505,224753.7303246137
2506,280374.30519360956
2507,318591.10741760343
2508,271302.5427848091
2509,223018.74014856722
2510,220569.38328986173
2511,187082.1899713905
2512,216399.06618930076
2513,215542.31089246628
2514,199251.71030743842
2515,147501.27739389578
2516,165885.81676799443
2517,129315.25690482435
2518,113822.97931332403
2519,232661.5182299711
2520,210284.45689410513
2521,203756.12220041445
2522,224553.11905215707
2523,128351.0872082149
2524,145882.28955850602
2525,136538.92114642652
2526,140809.96773649508
2527,134864.57532209548
2528,126461.29422729889
2529,125228.56630763158
2530,123173.95451906695
2531,252439.0552427938
2532,236430.9634826108
2533,207532.59267644281
2534,217258.63988856308
2535,268594.99637812277
2536,204292.9437301366
2537,195254.9560823761
2538,183267.10900683652
2539,177383.7022689912
2540,202727.03023786226
2541,175502.46900455505
2542,180609.27442338268
2543,128070.6078876008
2544,127997.42764054929
2545,115084.19190168299
2546,131476.79855333257
2547,133693.26371834663
2548,199427.27545495718
2549,178439.09411962575
2550,260886.8938094712
2551,146929.30671121777
2552,122923.13169677959
2553,111571.4239349019
2554,131840.34969016744
2555,77980.88702001682
2556,116617.31664021703
2557,110631.10601236188
2558,204212.68147622765
2559,135106.88122338481
2560,112907.13830480212
2561,94160.0940552929
2562,139121.75992829056
2563,160317.63962278608
2564,166646.7042203689
2565,145238.9439937791
2566,143340.38007168224
2567,130412.5013532504
2568,169838.44595405032
2569,162633.4926729462
2570,99280.40322993892
2571,246723.96915250484
2572,131550.37724009526
2573,185239.92148833693
2574,343642.19287918706
2575,115770.97951686509
2576,154534.40851220203
2577,172331.29884283064
2578,77657.40953852385
2579,89631.6361214767
2580,127417.30574301408
2581,129480.28240170295
2582,112385.94908580394
2583,251088.75045169523
2584,137953.2681518902
2585,188289.42700498283
2586,215605.01380320455
2587,196118.61097747253
2588,125607.19401968257
2589,134564.2065757775
2590,200061.2593502012
2591,217273.41597927565
2592,245896.09679465115
2593,247149.116197989
2594,173831.40661677852
2595,193468.9664938621
2596,329615.12856418453
2597,209788.55687631317
2598,311136.33054363634
2599,317673.0251349754
2600,266439.7677682946
2601,135689.55617692266
2602,90423.83163752925
2603,89246.3993380845
2604,86121.58859754822
2605,88063.36249813532
2606,133609.06746297237
2607,170542.44612422382
2608,195673.2717291771
2609,160146.27637141608
2610,118193.8032860687
2611,173364.40378851714
2612,162464.40847694816
2613,127892.79170274672
2614,128616.09072437524
2615,126308.23940467546
2616,125167.36579644545
2617,162863.4827686158
2618,227412.63757622323
2619,192246.33444605942
2620,179760.8277198191
2621,191351.51870167564
2622,212605.41358047395
2623,275771.4509915506
2624,369185.83196090226
2625,389407.42867108184
2626,171596.49656830775
2627,167159.3271817738
2628,389857.4562567371
2629,439486.5304983826
2630,303376.5743916496
2631,466898.90859947854
2632,368561.2405894481
2633,272775.54335857223
2634,360445.84748857404
2635,160321.2473508589
2636,166895.67301490685
2637,140652.81330133197
2638,255844.29289082577
2639,185974.87199500605
2640,160011.3743191332
2641,116488.53538166267
2642,220091.6721834318
2643,88225.54147381717
2644,129648.0329696125
2645,93206.4360081662
2646,94953.57113053894
2647,92685.40224500203
2648,133670.59279885082
2649,148240.72362949626
2650,132120.5112569891
2651,145842.16806050268
2652,476397.9987791047
2653,279716.91042729246
2654,324612.22992916615
2655,345087.51553721173
2656,286635.70918154763
2657,274994.3298067842
2658,304177.7502927412
2659,295884.63655928837
2660,292597.19782311306
2661,340903.1378418474
2662,306966.5303063126
2663,234549.0298264183
2664,249558.77923474787
2665,260994.48748912732
2666,252955.17607858358
2667,171697.945408023
2668,168792.6274114826
2669,193307.45774557182
2670,281661.78963371593
2671,171368.51394948762
2672,186931.35257237175
2673,212227.80437111043
2674,209019.2349414181
2675,163466.4837896505
2676,181720.99316058855
2677,222893.01368864812
2678,293192.5722160459
2679,245129.94224368758
2680,285037.6567754031
2681,333969.7231056747
2682,316087.0864667384
2683,547041.4424842207
2684,291267.89185622
2685,333043.05407404795
2686,262737.9939299703
2687,297433.6968058705
2688,241083.47390370426
2689,195714.9338823825
2690,445948.2466475424
2691,209514.1418086828
2692,154615.3914430905
2693,191476.3941588497
2694,148231.55597867336
2695,184804.16706524743
2696,184233.24564977092
2697,219246.17060369198
2698,204397.2842339425
2699,186624.81156171017
2700,171561.54412507464
2701,167056.17069461127
2702,125183.2179800606
2703,132887.7700921937
2704,132344.76205088414
2705,129595.42643790175
2706,125849.35197998329
2707,127026.13120970635
2708,142671.5398585186
2709,123661.25427447997
2710,120998.99059120829
2711,280502.3391996953
2712,323688.1853961906
2713,162734.5872276731
2714,150409.37518942825
2715,172009.96877025647
2716,151525.66035854342
2717,201988.57705599532
2718,232334.8855799
2719,147244.1893632081
2720,156221.46481673082
2721,142176.20899200955
2722,157180.46182884442
2723,131483.15469706443
2724,124897.79006428923
2725,140544.01471591354
2726,142373.70623903023
2727,162311.36964948205
2728,170217.8634415705
2729,159098.83230774567
2730,146973.90170654916
2731,97769.08816762826
2732,111571.1842254746
2733,163721.89413253174
2734,155487.3656236361
